Customer Name,total_spending,order_frequency,avg_order_value
Philip Fox,2770.0,10,277.0
Philisse Overcash,4893.043,18,271.8357222222222
Phillina Ober,1056.858,10,105.6858
Phillip Breyer,132.738,2,66.369
Phillip Flathmann,2206.1279999999997,10,220.61279999999996
Pierre Wener,3922.4150000000004,12,326.8679166666667
Quincy Jones,6108.338,13,469.8721538461538
Rachel Payne,954.6452,12,79.55376666666668
Ralph Arnett,2617.906,17,153.9944705882353
Ralph Kennedy,1460.192,8,182.524
Ralph Ritter,615.932,4,153.983
Randy Bradley,1008.1959999999999,6,168.03266666666664
Randy Ferguson,3309.15,16,206.821875
Raymond Buch,15117.339,18,839.8521666666667
Raymond Messe,1453.474,9,161.4971111111111
Resi Pölking,5153.084,25,206.12336
Ricardo Emerson,48.36,1,48.36
Ricardo Sperren,3221.29,9,357.9211111111111
Richard Bierner,1864.156,13,143.3966153846154
Richard Eichhorn,666.52,6,111.08666666666666
Rick Bensley,4715.466,23,205.02026086956522
Rick Duston,4272.93,15,284.862
Rick Hansen,3621.3759999999997,8,452.67199999999997
Rick Huthwaite,6979.18,12,581.5983333333334
Rick Reed,3302.2619999999997,10,330.22619999999995
Rick Wilson,7397.401,23,321.6261304347826
Ritsa Hightower,740.382,3,246.79399999999998
Rob Beeghly,528.546,9,58.72733333333334
Rob Dowd,2832.904,18,157.38355555555555
Rob Haberlin,2085.7400000000002,11,189.61272727272728
Rob Lucas,6234.91,24,259.78791666666666
Rob Williams,3279.746,16,204.984125
Robert Barroso,221.084,7,31.583428571428573
Robert Dilbeck,2745.892,4,686.473
Robert Marley,5979.0960000000005,11,543.5541818181819
Robert Waldorf,3495.646,15,233.04306666666668
Roger Barcio,2067.45,7,295.34999999999997
Roger Demir,1419.737,20,70.98685
Roland Fjeld,2341.2960000000003,14,167.2354285714286
Roland Murray,98.35,2,49.175
Roland Schwarz,4159.7699999999995,14,297.12642857142856
Rose O'Brian,3815.478,12,317.9565
Ross Baird,5633.316000000001,18,312.96200000000005
Ross DeVincentis,1137.616,16,71.101
Roy Collins,966.409,10,96.6409
Roy Französisch,938.862,10,93.8862
Roy Phan,2055.356,14,146.81114285714287
Roy Skaria,22.328,3,7.442666666666667
Ruben Ausman,3546.224,13,272.78646153846154
Ruben Dartt,3133.924,21,149.2344761904762
Russell Applegate,4793.543,22,217.88831818181816
Russell D'Ascenzo,970.9420000000001,10,97.09420000000001
Ryan Akin,1686.9225,9,187.43583333333333
Ryan Crowe,652.644,8,81.5805
Sally Hughsby,2465.6594999999998,24,102.7358125
Sally Knutson,883.409,5,176.6818
Sally Matthias,244.49399999999997,6,40.748999999999995
Sam Craven,3362.9636,17,197.8213882352941
Sam Zeldin,3625.329,20,181.26645000000002
Sample Company A,4624.572,15,308.3048
Sandra Flanagan,763.5459999999999,9,84.83844444444443
Sandra Glassco,3406.5809999999997,11,309.6891818181818
Sanjit Chand,14142.333999999999,22,642.8333636363636
Sanjit Engle,12209.438000000002,19,642.6020000000001
Sanjit Jacobs,3949.656,24,164.569
Saphhira Shifley,1324.028,21,63.04895238095238
Sara Luxemburg,3046.532,8,380.8165
Sarah Bern,1348.02,7,192.5742857142857
Sarah Brown,6410.996,12,534.2496666666667
Sarah Foster,3422.7859999999996,15,228.1857333333333
Sarah Jordon,1341.036,10,134.1036
Scot Coram,4371.9580000000005,11,397.4507272727273
Scot Wooten,1085.078,10,108.5078
Scott Cohen,3729.7929999999997,18,207.21072222222222
Scott Williamson,1966.65,7,280.95
Sean Braxton,8057.891,17,473.9935882352941
Sean Christensen,3650.473,10,365.0473
Sean Miller,25043.05,15,1669.5366666666666
Sean O'Donnell,2602.5755,15,173.50503333333333
Sean Wendt,1019.044,6,169.84066666666666
Seth Vernon,11470.949999999999,32,358.46718749999997
Shahid Collister,5992.536,20,299.6268
Shahid Hopkins,2180.718,15,145.38119999999998
Shahid Shariari,3056.8070000000002,12,254.7339166666667
Sharelle Roach,3233.481,9,359.27566666666667
Shaun Chance,1874.998,10,187.4998
Shaun Weien,2835.564,8,354.4455
Sheri Gordon,1884.798,14,134.62842857142857
Shirley Daniels,6121.114,21,291.481619047619
Shirley Jackson,1318.776,7,188.39657142857143
Shirley Schmidt,613.4,6,102.23333333333333
Shui Tom,433.34000000000003,12,36.11166666666667
Sibella Parks,1306.086,10,130.6086
Skye Norling,1860.418,15,124.02786666666665
Sonia Cooley,799.798,6,133.29966666666667
Sonia Sunley,418.49,9,46.49888888888889
Speros Goranitis,3118.892,12,259.90766666666667
Stefania Perrino,5440.319,24,226.67995833333336
Stefanie Holloman,2096.392,2,1048.196
Stephanie Phelps,1872.4360000000001,15,124.82906666666668
Stephanie Ulpright,2595.364,18,144.1868888888889
Steve Carroll,1254.64,8,156.83
Steve Chapman,2576.408,14,184.02914285714286
Steve Nguyen,3127.9592,19,164.62943157894736
Steven Cartwright,5226.21,26,201.0080769230769
Steven Roelle,4345.8859999999995,12,362.1571666666666
Steven Ward,758.6959999999999,8,94.83699999999999
Stewart Carmichael,4492.657,21,213.93604761904763
Stewart Visinsky,4105.305,25,164.21220000000002
Stuart Calhoun,279.25600000000003,5,55.851200000000006
Stuart Van,1271.0900000000001,6,211.84833333333336
Sue Ann Reed,4767.3415,21,227.01626190476193
Sung Chung,14.112,1,14.112
Sung Pak,4282.94,24,178.45583333333332
Sung Shariari,964.636,15,64.30906666666667
Susan Gilcrest,47.946,5,9.5892
Susan MacKendrick,1043.041,6,173.84016666666665
Susan Pistek,3990.689,14,285.0492142857143
Susan Vittorini,1903.491,13,146.4223846153846
Suzanne McNair,4464.862,20,223.2431
Sylvia Foulston,3336.535,17,196.26676470588234
Tamara Chand,19052.218,12,1587.6848333333335
Tamara Dahlen,1434.5480000000002,16,89.65925000000001
Tamara Manning,2819.026,15,187.93506666666664
Tamara Willingham,5278.826,12,439.9021666666667
Tanja Norvell,3130.221,12,260.85175
Ted Butterfield,1451.361,17,85.37417647058824
Ted Trevino,4915.602,14,351.11442857142856
Thais Sissman,4.833,2,2.4165
Thea Hendricks,2422.824,7,346.11771428571427
Thea Hudgings,2942.772,9,326.9746666666667
Theone Pippenger,4454.0560000000005,16,278.37850000000003
Theresa Coyne,1038.26,4,259.565
Theresa Swint,2163.6240000000003,17,127.27200000000002
Thomas Boland,3589.296,11,326.29963636363635
Thomas Brumley,816.1740000000001,4,204.04350000000002
Thomas Seio,5371.09,19,282.68894736842105
Thomas Thornton,1427.0439999999999,15,95.13626666666666
Tiffany House,1022.201,13,78.63084615384615
Tim Brockman,1602.376,19,84.33557894736842
Tim Taslimi,439.5,3,146.5
Toby Braunhardt,2198.45,11,199.8590909090909
Toby Carlisle,4266.812,16,266.67575
Toby Gnade,3058.372,9,339.8191111111111
Toby Ritter,675.9419999999999,7,96.56314285714284
Toby Swindell,974.7819999999999,12,81.23183333333333
Todd Boyes,834.328,13,64.17907692307692
Todd Sumrall,11891.751,15,792.7834
Tom Ashbrook,14595.62,10,1459.5620000000001
Tom Boeckenhauer,9108.742,16,569.296375
Tom Prescott,5329.0048,10,532.90048
Tom Stivers,2054.14,7,293.4485714285714
Tonja Turnell,5364.808,14,383.20057142857144
Tony Chapman,1244.976,11,113.17963636363638
Tony Molinari,1094.6779999999999,4,273.66949999999997
Tony Sayre,2243.274,14,160.23385714285715
Tracy Blumstein,4737.486,20,236.8743
Tracy Collins,742.5580000000001,10,74.25580000000001
Tracy Hopkins,4234.0960000000005,13,325.6996923076923
Tracy Poddar,1936.6399999999999,10,193.664
Tracy Zic,1707.286,9,189.69844444444445
Troy Blackwell,1240.871,5,248.1742
Troy Staebel,2820.424,11,256.4021818181818
Trudy Brown,2797.668,15,186.5112
Trudy Glocke,2074.661,10,207.4661
Trudy Schmidt,3368.094,14,240.57814285714286
Valerie Dominguez,6442.254,16,402.640875
Valerie Mitchum,2454.866,12,204.57216666666667
Valerie Takahito,1736.596,9,192.9551111111111
Vicky Freymann,847.944,11,77.08581818181818
Victor Preis,993.9019999999999,5,198.7804
Victoria Brennan,2005.596,10,200.5596
Victoria Pisteka,3360.526,14,240.03757142857143
Victoria Wilson,6134.0380000000005,18,340.77988888888893
Vivek Gonzalez,846.01,8,105.75125
Vivek Grady,418.432,5,83.6864
Vivek Sundaresam,1055.981,8,131.997625
Vivian Mathis,380.69,8,47.58625
William Brown,6129.71,35,175.13457142857143
Xylona Preis,2374.658,28,84.80921428571428
Yana Sorensen,6720.4439999999995,12,560.0369999999999
Yoseph Carroll,5454.35,8,681.79375
Zuschuss Carroll,8025.707,31,258.8937741935484
Zuschuss Donatelli,1493.944,9,165.99377777777778
